OBJECTID,id,Date,Positive_Pct,Postive_Pct_14dayAvg,Threshold_5PCT,Status,Red_Status,Orange_Status,Yellow_Status,Green_Status,Total,Negative,Positive,Date_Str,Positive_Pct_Str,Postive_Pct_14dayAvg_Str,Threshold_5PCT_Str,Date_Updated,today
1,1,2020/05/01 06:00:00+00,8.33,9.4,5,-1,-1,1,-1,-1,4647,4260,387,2020/05/01,8.33,9.4,5,2022/02/28,2022/02/28
2,2,2020/05/02 06:00:00+00,7.71,9.3,5,-1,-1,-1,1,-1,2867,2646,221,2020/05/02,7.71,9.3,5,2022/02/28,2022/02/28
3,3,2020/05/03 06:00:00+00,12.33,9.4,5,-1,1,-1,-1,-1,1541,1351,190,2020/05/03,12.33,9.4,5,2022/02/28,2022/02/28
4,4,2020/05/04 06:00:00+00,8.43,9.1,5,-1,-1,1,-1,-1,4865,4455,410,2020/05/04,8.43,9.1,5,2022/02/28,2022/02/28
5,5,2020/05/05 06:00:00+00,8.66,9,5,-1,-1,1,-1,-1,4701,4294,407,2020/05/05,8.66,9,5,2022/02/28,2022/02/28
6,6,2020/05/06 06:00:00+00,8.75,8.8,5,-1,-1,1,-1,-1,4551,4153,398,2020/05/06,8.75,8.8,5,2022/02/28,2022/02/28
7,7,2020/05/07 06:00:00+00,8.48,8.7,5,-1,-1,1,-1,-1,4397,4024,373,2020/05/07,8.48,8.7,5,2022/02/28,2022/02/28
8,8,2020/05/08 06:00:00+00,7.85,8.5,5,-1,-1,-1,1,-1,4889,4505,384,2020/05/08,7.85,8.5,5,2022/02/28,2022/02/28
9,9,2020/05/09 06:00:00+00,7.3,8.4,5,-1,-1,-1,1,-1,2659,2465,194,2020/05/09,7.3,8.4,5,2022/02/28,2022/02/28
10,10,2020/05/10 06:00:00+00,9.25,8.4,5,-1,-1,1,-1,-1,995,903,92,2020/05/10,9.25,8.4,5,2022/02/28,2022/02/28
11,11,2020/05/11 06:00:00+00,11.14,8.7,5,-1,1,-1,-1,-1,5135,4563,572,2020/05/11,11.14,8.7,5,2022/02/28,2022/02/28
12,12,2020/05/12 06:00:00+00,7.9,8.6,5,-1,-1,-1,1,-1,5053,4654,399,2020/05/12,7.9,8.6,5,2022/02/28,2022/02/28
13,13,2020/05/13 06:00:00+00,7.12,8.5,5,-1,-1,-1,1,-1,5265,4890,375,2020/05/13,7.12,8.5,5,2022/02/28,2022/02/28
14,14,2020/05/14 06:00:00+00,10.87,8.8,5,-1,1,-1,-1,-1,5484,4888,596,2020/05/14,10.87,8.8,5,2022/02/28,2022/02/28
15,15,2020/05/15 06:00:00+00,8.42,8.8,5,-1,-1,1,-1,-1,5010,4588,422,2020/05/15,8.42,8.8,5,2022/02/28,2022/02/28
16,16,2020/05/16 06:00:00+00,9.49,8.8,5,-1,-1,1,-1,-1,1845,1670,175,2020/05/16,9.49,8.8,5,2022/02/28,2022/02/28
17,17,2020/05/17 06:00:00+00,9.83,8.8,5,-1,-1,1,-1,-1,2461,2219,242,2020/05/17,9.83,8.8,5,2022/02/28,2022/02/28
18,18,2020/05/18 06:00:00+00,10.59,9,5,-1,1,-1,-1,-1,6487,5800,687,2020/05/18,10.59,9,5,2022/02/28,2022/02/28
19,19,2020/05/19 06:00:00+00,7.76,8.9,5,-1,-1,-1,1,-1,7788,7184,604,2020/05/19,7.76,8.9,5,2022/02/28,2022/02/28
20,20,2020/05/20 06:00:00+00,7.26,8.7,5,-1,-1,-1,1,-1,7673,7116,557,2020/05/20,7.26,8.7,5,2022/02/28,2022/02/28
21,21,2020/05/21 06:00:00+00,7.45,8.6,5,-1,-1,-1,1,-1,6365,5891,474,2020/05/21,7.45,8.6,5,2022/02/28,2022/02/28
22,22,2020/05/22 06:00:00+00,7.93,8.6,5,-1,-1,-1,1,-1,7517,6921,596,2020/05/22,7.93,8.6,5,2022/02/28,2022/02/28
23,23,2020/05/23 06:00:00+00,8.19,8.6,5,-1,-1,1,-1,-1,3626,3329,297,2020/05/23,8.19,8.6,5,2022/02/28,2022/02/28
24,24,2020/05/24 06:00:00+00,10.03,8.6,5,-1,1,-1,-1,-1,1875,1687,188,2020/05/24,10.03,8.6,5,2022/02/28,2022/02/28
25,25,2020/05/25 06:00:00+00,9.16,8.5,5,-1,-1,1,-1,-1,1714,1557,157,2020/05/25,9.16,8.5,5,2022/02/28,2022/02/28
26,26,2020/05/26 06:00:00+00,12.11,8.9,5,-1,1,-1,-1,-1,7108,6247,861,2020/05/26,12.11,8.9,5,2022/02/28,2022/02/28
27,27,2020/05/27 06:00:00+00,11.46,9.2,5,-1,1,-1,-1,-1,5742,5084,658,2020/05/27,11.46,9.2,5,2022/02/28,2022/02/28
28,28,2020/05/28 06:00:00+00,11.13,9.2,5,-1,1,-1,-1,-1,5856,5204,652,2020/05/28,11.13,9.2,5,2022/02/28,2022/02/28
29,29,2020/05/29 06:00:00+00,9.68,9.3,5,-1,-1,1,-1,-1,8044,7265,779,2020/05/29,9.68,9.3,5,2022/02/28,2022/02/28
30,30,2020/05/30 06:00:00+00,11.4,9.5,5,-1,1,-1,-1,-1,4061,3598,463,2020/05/30,11.4,9.5,5,2022/02/28,2022/02/28
31,31,2020/05/31 06:00:00+00,12.95,9.5,5,-1,1,-1,-1,-1,1622,1412,210,2020/05/31,12.95,9.5,5,2022/02/28,2022/02/28
32,32,2020/06/01 06:00:00+00,15.5,10.1,5,-1,1,-1,-1,-1,8315,7026,1289,2020/06/01,15.5,10.1,5,2022/02/28,2022/02/28
33,33,2020/06/02 06:00:00+00,13.96,10.7,5,-1,1,-1,-1,-1,8071,6944,1127,2020/06/02,13.96,10.7,5,2022/02/28,2022/02/28
34,34,2020/06/03 06:00:00+00,12.21,11.2,5,-1,1,-1,-1,-1,6235,5474,761,2020/06/03,12.21,11.2,5,2022/02/28,2022/02/28
35,35,2020/06/04 06:00:00+00,13.46,11.7,5,-1,1,-1,-1,-1,6907,5977,930,2020/06/04,13.46,11.7,5,2022/02/28,2022/02/28
36,36,2020/06/05 06:00:00+00,13.47,12.2,5,-1,1,-1,-1,-1,7333,6345,988,2020/06/05,13.47,12.2,5,2022/02/28,2022/02/28
37,37,2020/06/06 06:00:00+00,15.71,12.6,5,-1,1,-1,-1,-1,4628,3901,727,2020/06/06,15.71,12.6,5,2022/02/28,2022/02/28
38,38,2020/06/07 06:00:00+00,21.69,12.9,5,-1,1,-1,-1,-1,1775,1390,385,2020/06/07,21.69,12.9,5,2022/02/28,2022/02/28
39,39,2020/06/08 06:00:00+00,17.87,13.4,5,-1,1,-1,-1,-1,7000,5749,1251,2020/06/08,17.87,13.4,5,2022/02/28,2022/02/28
40,40,2020/06/09 06:00:00+00,18.13,13.9,5,-1,1,-1,-1,-1,7274,5955,1319,2020/06/09,18.13,13.9,5,2022/02/28,2022/02/28
41,41,2020/06/10 06:00:00+00,20.26,14.7,5,-1,1,-1,-1,-1,8194,6534,1660,2020/06/10,20.26,14.7,5,2022/02/28,2022/02/28
42,42,2020/06/11 06:00:00+00,19.84,15.5,5,-1,1,-1,-1,-1,10148,8135,2013,2020/06/11,19.84,15.5,5,2022/02/28,2022/02/28
43,43,2020/06/12 06:00:00+00,17.5,16.3,5,-1,1,-1,-1,-1,10775,8889,1886,2020/06/12,17.5,16.3,5,2022/02/28,2022/02/28
44,44,2020/06/13 06:00:00+00,20.16,16.7,5,-1,1,-1,-1,-1,6518,5204,1314,2020/06/13,20.16,16.7,5,2022/02/28,2022/02/28
45,45,2020/06/14 06:00:00+00,23.47,16.9,5,-1,1,-1,-1,-1,2143,1640,503,2020/06/14,23.47,16.9,5,2022/02/28,2022/02/28
46,46,2020/06/15 06:00:00+00,21.38,17.6,5,-1,1,-1,-1,-1,11307,8890,2417,2020/06/15,21.38,17.6,5,2022/02/28,2022/02/28
47,47,2020/06/16 06:00:00+00,22.86,18.4,5,-1,1,-1,-1,-1,10122,7808,2314,2020/06/16,22.86,18.4,5,2022/02/28,2022/02/28
48,48,2020/06/17 06:00:00+00,22.94,19.3,5,-1,1,-1,-1,-1,12746,9822,2924,2020/06/17,22.94,19.3,5,2022/02/28,2022/02/28
49,49,2020/06/18 06:00:00+00,24.52,20.2,5,-1,1,-1,-1,-1,12256,9251,3005,2020/06/18,24.52,20.2,5,2022/02/28,2022/02/28
50,50,2020/06/19 06:00:00+00,22.32,20.9,5,-1,1,-1,-1,-1,13398,10407,2991,2020/06/19,22.32,20.9,5,2022/02/28,2022/02/28
51,51,2020/06/20 06:00:00+00,23.45,21.3,5,-1,1,-1,-1,-1,7915,6059,1856,2020/06/20,23.45,21.3,5,2022/02/28,2022/02/28
52,52,2020/06/21 06:00:00+00,27.99,21.5,5,-1,1,-1,-1,-1,3865,2783,1082,2020/06/21,27.99,21.5,5,2022/02/28,2022/02/28
53,53,2020/06/22 06:00:00+00,22.5,21.7,5,-1,1,-1,-1,-1,9532,7387,2145,2020/06/22,22.5,21.7,5,2022/02/28,2022/02/28
54,54,2020/06/23 06:00:00+00,26.36,22.4,5,-1,1,-1,-1,-1,14717,10838,3879,2020/06/23,26.36,22.4,5,2022/02/28,2022/02/28
55,55,2020/06/24 06:00:00+00,25.39,22.9,5,-1,1,-1,-1,-1,16110,12019,4091,2020/06/24,25.39,22.9,5,2022/02/28,2022/02/28
56,56,2020/06/25 06:00:00+00,24.67,23.3,5,-1,1,-1,-1,-1,15697,11824,3873,2020/06/25,24.67,23.3,5,2022/02/28,2022/02/28
57,57,2020/06/26 06:00:00+00,24.54,23.9,5,-1,1,-1,-1,-1,17530,13229,4301,2020/06/26,24.54,23.9,5,2022/02/28,2022/02/28
58,58,2020/06/27 06:00:00+00,26.33,24.2,5,-1,1,-1,-1,-1,11026,8123,2903,2020/06/27,26.33,24.2,5,2022/02/28,2022/02/28
59,59,2020/06/28 06:00:00+00,29.75,24.4,5,-1,1,-1,-1,-1,5402,3795,1607,2020/06/28,29.75,24.4,5,2022/02/28,2022/02/28
60,60,2020/06/29 06:00:00+00,24.71,24.6,5,-1,1,-1,-1,-1,18394,13849,4545,2020/06/29,24.71,24.6,5,2022/02/28,2022/02/28
61,61,2020/06/30 06:00:00+00,25.43,24.8,5,-1,1,-1,-1,-1,18977,14151,4826,2020/06/30,25.43,24.8,5,2022/02/28,2022/02/28
62,62,2020/07/01 06:00:00+00,25.38,25,5,-1,1,-1,-1,-1,17998,13431,4567,2020/07/01,25.38,25,5,2022/02/28,2022/02/28
63,63,2020/07/02 06:00:00+00,23.59,24.9,5,-1,1,-1,-1,-1,18120,13845,4275,2020/07/02,23.59,24.9,5,2022/02/28,2022/02/28
64,64,2020/07/03 06:00:00+00,26.02,25.1,5,-1,1,-1,-1,-1,13568,10037,3531,2020/07/03,26.02,25.1,5,2022/02/28,2022/02/28
65,65,2020/07/04 06:00:00+00,31.93,25.4,5,-1,1,-1,-1,-1,4121,2805,1316,2020/07/04,31.93,25.4,5,2022/02/28,2022/02/28
66,66,2020/07/05 06:00:00+00,29.85,25.4,5,-1,1,-1,-1,-1,5403,3790,1613,2020/07/05,29.85,25.4,5,2022/02/28,2022/02/28
67,67,2020/07/06 06:00:00+00,25.09,25.6,5,-1,1,-1,-1,-1,17256,12926,4330,2020/07/06,25.09,25.6,5,2022/02/28,2022/02/28
68,68,2020/07/07 06:00:00+00,22.71,25.2,5,-1,1,-1,-1,-1,18478,14281,4197,2020/07/07,22.71,25.2,5,2022/02/28,2022/02/28
69,69,2020/07/08 06:00:00+00,22.23,25,5,-1,1,-1,-1,-1,17007,13226,3781,2020/07/08,22.23,25,5,2022/02/28,2022/02/28
70,70,2020/07/09 06:00:00+00,22.1,24.7,5,-1,1,-1,-1,-1,16795,13083,3712,2020/07/09,22.1,24.7,5,2022/02/28,2022/02/28
71,71,2020/07/10 06:00:00+00,22.27,24.6,5,-1,1,-1,-1,-1,16010,12445,3565,2020/07/10,22.27,24.6,5,2022/02/28,2022/02/28
72,72,2020/07/11 06:00:00+00,23.56,24.4,5,-1,1,-1,-1,-1,9359,7154,2205,2020/07/11,23.56,24.4,5,2022/02/28,2022/02/28
73,73,2020/07/12 06:00:00+00,25.47,24.3,5,-1,1,-1,-1,-1,4083,3043,1040,2020/07/12,25.47,24.3,5,2022/02/28,2022/02/28
74,74,2020/07/13 06:00:00+00,22.86,24.1,5,-1,1,-1,-1,-1,17638,13606,4032,2020/07/13,22.86,24.1,5,2022/02/28,2022/02/28
75,75,2020/07/14 06:00:00+00,21.54,23.8,5,-1,1,-1,-1,-1,18021,14140,3881,2020/07/14,21.54,23.8,5,2022/02/28,2022/02/28
76,76,2020/07/15 06:00:00+00,22.73,23.5,5,-1,1,-1,-1,-1,16420,12688,3732,2020/07/15,22.73,23.5,5,2022/02/28,2022/02/28
77,77,2020/07/16 06:00:00+00,23.47,23.5,5,-1,1,-1,-1,-1,14897,11401,3496,2020/07/16,23.47,23.5,5,2022/02/28,2022/02/28
78,78,2020/07/17 06:00:00+00,22.22,23.2,5,-1,1,-1,-1,-1,14737,11462,3275,2020/07/17,22.22,23.2,5,2022/02/28,2022/02/28
79,79,2020/07/18 06:00:00+00,22.69,23,5,-1,1,-1,-1,-1,8030,6208,1822,2020/07/18,22.69,23,5,2022/02/28,2022/02/28
80,80,2020/07/19 06:00:00+00,23.81,22.8,5,-1,1,-1,-1,-1,3650,2781,869,2020/07/19,23.81,22.8,5,2022/02/28,2022/02/28
81,81,2020/07/20 06:00:00+00,21.93,22.6,5,-1,1,-1,-1,-1,14712,11485,3227,2020/07/20,21.93,22.6,5,2022/02/28,2022/02/28
82,82,2020/07/21 06:00:00+00,19.68,22.3,5,-1,1,-1,-1,-1,13483,10829,2654,2020/07/21,19.68,22.3,5,2022/02/28,2022/02/28
83,83,2020/07/22 06:00:00+00,18.82,22.1,5,-1,1,-1,-1,-1,12878,10455,2423,2020/07/22,18.82,22.1,5,2022/02/28,2022/02/28
